ssa10	LG19	18217491	18217567	ssa10_102674923_102675500.maf
ssa10	LG19	18217653	18217770	ssa10_102674923_102675500.maf
ssa10	LG19	18520952	18520979	ssa10_103089725_103089947.maf
ssa10	LG19	18637404	18637415	ssa10_103222388_103222842.maf
ssa10	LG19	18637626	18637641	ssa10_103222388_103222842.maf
ssa10	LG19	18655967	18656021	ssa10_103239962_103240933.maf
ssa10	LG19	18913076	18913102	ssa10_103626793_103627207.maf
ssa10	LG19	18913102	18913166	ssa10_103626793_103627207.maf
ssa10	LG19	4982137	4982163	ssa10_104211190_104212078.maf
ssa10	LG19	4982163	4982222	ssa10_104211190_104212078.maf
ssa10	LG19	4982364	4982448	ssa10_104211190_104212078.maf
ssa10	LG19	5372270	5372300	ssa10_104697639_104698655.maf
ssa10	LG19	5372323	5372347	ssa10_104697639_104698655.maf
ssa10	LG19	5372347	5372427	ssa10_104697639_104698655.maf
ssa10	LG19	5372427	5372443	ssa10_104697639_104698655.maf
ssa10	LG19	5372443	5372461	ssa10_104697639_104698655.maf
ssa10	LG19	5372472	5372501	ssa10_104697639_104698655.maf
ssa10	LG19	5372501	5372515	ssa10_104697639_104698655.maf
ssa10	LG19	5372852	5372892	ssa10_104697639_104698655.maf
ssa10	LG19	5372892	5372912	ssa10_104697639_104698655.maf
ssa10	LG19	5626171	5626210	ssa10_105116015_105116544.maf
ssa10	LG19	5731085	5731195	ssa10_105304933_105305487.maf
ssa10	LG19	5824000	5824017	ssa10_105433091_105433736.maf
ssa10	LG19	5920041	5920071	ssa10_105609514_105609984.maf
ssa10	LG08	7824925	7824956	ssa10_10612610_10613404.maf
ssa10	LG19	6269421	6269480	ssa10_106225352_106225752.maf
ssa10	LG19	6269480	6269513	ssa10_106225352_106225752.maf
ssa10	LG19	6269521	6269583	ssa10_106225352_106225752.maf
ssa10	LG19	6270871	6270901	ssa10_106226254_106227674.maf
ssa10	LG19	6270901	6270933	ssa10_106226254_106227674.maf
ssa10	LG19	6270933	6270964	ssa10_106226254_106227674.maf
ssa10	LG19	6554347	6554383	ssa10_106640803_106641397.maf
ssa10	LG19	6695674	6695686	ssa10_106845583_106846148.maf
ssa10	LG19	6695686	6695710	ssa10_106845583_106846148.maf
ssa10	LG19	6695715	6695791	ssa10_106845583_106846148.maf
ssa10	LG19	6695791	6695845	ssa10_106845583_106846148.maf
ssa10	LG19	6695861	6695896	ssa10_106845583_106846148.maf
ssa10	LG19	9282044	9282082	ssa10_107006243_107007207.maf
ssa10	LG19	9175422	9175495	ssa10_107208171_107209209.maf
ssa10	LG19	9175647	9175677	ssa10_107208171_107209209.maf
ssa10	LG19	9175677	9175716	ssa10_107208171_107209209.maf
ssa10	LG19	9175720	9175821	ssa10_107208171_107209209.maf
ssa10	LG19	8791453	8791552	ssa10_107949221_107950100.maf
ssa10	LG19	8764177	8764251	ssa10_108002576_108003178.maf
ssa10	LG19	8764251	8764281	ssa10_108002576_108003178.maf
ssa10	LG19	8530616	8530690	ssa10_108391536_108392375.maf
ssa10	LG19	8531211	8531301	ssa10_108391536_108392375.maf
ssa10	LG19	8502587	8502636	ssa10_108444072_108444624.maf
ssa10	LG19	8360763	8360774	ssa10_108708742_108709064.maf
ssa10	LG19	8360774	8360798	ssa10_108708742_108709064.maf
ssa10	LG19	8360798	8360832	ssa10_108708742_108709064.maf
ssa10	LG19	8360832	8360847	ssa10_108708742_108709064.maf
ssa10	LG19	8321149	8321160	ssa10_108765455_108766492.maf
ssa10	LG19	8321160	8321207	ssa10_108765455_108766492.maf
ssa10	LG19	8321207	8321219	ssa10_108765455_108766492.maf
ssa10	LG19	8321222	8321292	ssa10_108765455_108766492.maf
ssa10	LG08	2598733	2598796	ssa10_10895554_10896772.maf
ssa10	LG08	2598805	2598827	ssa10_10895554_10896772.maf
ssa10	LG08	2598836	2598859	ssa10_10895554_10896772.maf
ssa10	LG19	7921330	7921371	ssa10_109228494_109229358.maf
ssa10	LG19	7921385	7921400	ssa10_109228494_109229358.maf
ssa10	LG19	7921521	7921542	ssa10_109228494_109229358.maf
ssa10	LG19	7919535	7919546	ssa10_109234923_109235682.maf
ssa10	LG19	7919570	7919603	ssa10_109234923_109235682.maf
ssa10	LG08	2565177	2565262	ssa10_10928674_10928923.maf
ssa10	LG19	7869167	7869270	ssa10_109345441_109345920.maf
ssa10	LG19	7869311	7869322	ssa10_109345441_109345920.maf
ssa10	LG19	7777214	7777259	ssa10_109431787_109433197.maf
ssa10	LG19	7777280	7777301	ssa10_109431787_109433197.maf
ssa10	LG19	7777970	7777986	ssa10_109431787_109433197.maf
ssa10	LG19	7777986	7777998	ssa10_109431787_109433197.maf
ssa10	LG19	7560342	7560431	ssa10_109821685_109822516.maf
ssa10	LG08	2492440	2492525	ssa10_11005801_11006100.maf
ssa10	LG08	2492580	2492593	ssa10_11005801_11006100.maf
ssa10	LG08	2492593	2492612	ssa10_11005801_11006100.maf
ssa10	LG08	2492612	2492627	ssa10_11005801_11006100.maf
ssa10	LG08	2492627	2492719	ssa10_11005801_11006100.maf
ssa10	LG08	2469404	2469445	ssa10_11028411_11029451.maf
ssa10	LG08	2469846	2469910	ssa10_11028411_11029451.maf
ssa10	LG08	2469927	2469980	ssa10_11028411_11029451.maf
ssa10	LG08	2469980	2469990	ssa10_11028411_11029451.maf
ssa10	LG19	7340809	7340881	ssa10_110337947_110339250.maf
ssa10	LG19	7341561	7341609	ssa10_110337947_110339250.maf
ssa10	LG19	7341609	7341639	ssa10_110337947_110339250.maf
ssa10	LG19	7324765	7324832	ssa10_110408461_110408914.maf
ssa10	LG19	7324875	7324942	ssa10_110408461_110408914.maf
ssa10	LG19	7273999	7274077	ssa10_110495952_110496681.maf
ssa10	LG19	7274120	7274200	ssa10_110495952_110496681.maf
ssa10	LG19	7274201	7274230	ssa10_110495952_110496681.maf
ssa10	LG19	7074903	7074917	ssa10_110847715_110848277.maf
ssa10	LG19	7074921	7074974	ssa10_110847715_110848277.maf
ssa10	LG19	7075065	7075138	ssa10_110847715_110848277.maf
ssa10	LG19	7075138	7075167	ssa10_110847715_110848277.maf
ssa10	LG08	2408530	2408548	ssa10_11112403_11113447.maf
ssa10	LG08	2408548	2408609	ssa10_11112403_11113447.maf
ssa10	LG19	9574811	9574839	ssa10_111731271_111731693.maf
ssa10	LG19	9574839	9574893	ssa10_111731271_111731693.maf
ssa10	LG19	9607338	9607384	ssa10_111787617_111788166.maf
ssa10	LG19	9607412	9607444	ssa10_111787617_111788166.maf
ssa10	LG19	9637158	9637183	ssa10_111846744_111847080.maf
ssa10	LG19	9637183	9637218	ssa10_111846744_111847080.maf
ssa10	LG19	9637335	9637386	ssa10_111848744_111849096.maf
ssa10	LG19	9637386	9637400	ssa10_111848744_111849096.maf
ssa10	LG19	9637401	9637412	ssa10_111848744_111849096.maf
ssa10	LG19	9637514	9637534	ssa10_111848744_111849096.maf
ssa10	LG19	9688542	9688619	ssa10_111950220_111951200.maf
ssa10	LG19	9761755	9761789	ssa10_112092351_112092733.maf
ssa10	LG19	9773438	9773454	ssa10_112108243_112108805.maf
ssa10	LG19	9773454	9773482	ssa10_112108243_112108805.maf
ssa10	LG19	9773560	9773591	ssa10_112108243_112108805.maf
ssa10	LG19	9773597	9773614	ssa10_112108243_112108805.maf
ssa10	LG19	9828734	9828784	ssa10_112196425_112198077.maf
ssa10	LG19	9828784	9828838	ssa10_112196425_112198077.maf
ssa10	LG19	9828838	9828854	ssa10_112196425_112198077.maf
ssa10	LG19	9829247	9829266	ssa10_112196425_112198077.maf
ssa10	LG19	9829266	9829307	ssa10_112196425_112198077.maf
ssa10	LG19	9829307	9829317	ssa10_112196425_112198077.maf
ssa10	LG19	9829551	9829582	ssa10_112196425_112198077.maf
ssa10	LG19	9829582	9829713	ssa10_112196425_112198077.maf
ssa10	LG19	9830062	9830128	ssa10_112196425_112198077.maf
ssa10	LG19	9830128	9830251	ssa10_112196425_112198077.maf
ssa10	LG19	9920693	9920705	ssa10_112357006_112357973.maf
ssa10	LG19	9920754	9920817	ssa10_112357006_112357973.maf
ssa10	LG19	9920817	9920827	ssa10_112357006_112357973.maf
ssa10	LG19	9940389	9940405	ssa10_112375440_112376085.maf
ssa10	LG19	9943133	9943149	ssa10_112380914_112381331.maf
ssa10	LG19	10152526	10152554	ssa10_112689797_112690429.maf
ssa10	LG19	10152561	10152623	ssa10_112689797_112690429.maf
ssa10	LG19	10245791	10245833	ssa10_112764805_112765622.maf
ssa10	LG19	10797569	10797599	ssa10_113583660_113584408.maf
ssa10	LG19	10797600	10797615	ssa10_113583660_113584408.maf
ssa10	LG19	10797615	10797631	ssa10_113583660_113584408.maf
ssa10	LG19	10797767	10797796	ssa10_113583660_113584408.maf
ssa10	LG19	10797808	10797819	ssa10_113583660_113584408.maf
ssa10	LG19	10797841	10797998	ssa10_113583660_113584408.maf
ssa10	LG19	10797998	10798019	ssa10_113583660_113584408.maf
ssa10	LG19	11808588	11808859	ssa10_114990376_114991516.maf
ssa10	LG19	11820822	11820875	ssa10_115016506_115017077.maf
ssa10	LG19	12175414	12175453	ssa10_115879972_115881330.maf
ssa10	LG19	12175698	12175741	ssa10_115879972_115881330.maf
ssa10	LG19	12331630	12331665	ssa10_116189694_116190974.maf
ssa10	LG19	12331667	12331780	ssa10_116189694_116190974.maf
ssa10	LG19	12332747	12332759	ssa10_116189694_116190974.maf
ssa10	LG19	12332759	12332932	ssa10_116189694_116190974.maf
ssa10	LG19	12332932	12332943	ssa10_116189694_116190974.maf
ssa10	LG19	12333867	12333878	ssa10_116192107_116193073.maf
ssa10	LG19	12333878	12334006	ssa10_116192107_116193073.maf
ssa10	LG19	12725752	12725874	ssa10_116854521_116854977.maf
ssa10	LG19	12733611	12733658	ssa10_116868969_116869258.maf
ssa10	LG19	12733658	12733746	ssa10_116868969_116869258.maf
ssa10	LG19	13287163	13287212	ssa10_117824711_117825346.maf
ssa10	LG19	13296214	13296326	ssa10_117836035_117836518.maf
ssa10	LG19	13296332	13296401	ssa10_117836035_117836518.maf
ssa10	LG19	13296405	13296428	ssa10_117836035_117836518.maf
ssa10	LG19	13296574	13296598	ssa10_117836035_117836518.maf
ssa10	LG19	13467447	13467515	ssa10_118141817_118142351.maf
ssa10	LG19	14060397	14060479	ssa10_119149891_119151516.maf
ssa10	LG19	14301053	14301080	ssa10_119695638_119696271.maf
